Name,Ownership,Type,Gender,Province
"I.A.S COMMERCE COLLEGE, EXCHANGE ROAD NEAR BUS STOP  CHUNIAN",,,,Punjab   /   Kasur
"JAPAN POLYTECHNIC INSTITUTE,  DHING SHAH ADDA kasur",,,,Punjab   /   Kasur
"LAHORE POLYTECHNIC INSTITUTE, KASUR",,,,Punjab   /   Kasur
"MODEL COLLEGE, 9/A CHANGA MANGA ROAD  CHUNIAN",,,,Punjab   /   Kasur
"PUNJAB COLLEGE OF TECHNOLOGY AND SCIENCE,  KOT RADHA KISHAN",,,,Punjab   /   Kasur
"QUAID-E-AZAM COLLEGE OF ENGINEERING & TECHNOLOGY, PATTOKI",,,,Punjab   /   Kasur
"TCF HIGHER SECONDARY SCHOOL FOR GIRLS, MAIN MULTAN ROAD  DINA NATH",,,,Punjab   /   Kasur
"AL-UMAR PUBLIC HIGH SCHOOL, CHAK # 67/15-L, VI JHIANWALA, MIAN CHANNU",,,,Punjab   /   Khanewal
"DR. ABDUL QADEER KHAN COLLEGE OF TECHNOLOGY, G.T. ROAD, CIVIL LINES  KHANEWAL",,,,Punjab   /   Khanewal
"GOVERNMENT COLLEGE OF COMMERCE,  KHANEWAL",,,,Punjab   /   Khanewal
"GOVERNMENT COLLEGE OF COMMERCE, KABIRWALA",,,,Punjab   /   Khanewal
"GOVERNMENT COLLEGE OF COMMERCE, MUSA VIRK  MIAN CHANNU",,,,Punjab   /   Khanewal
"NATIONAL POLYTECHNIC INSTITUTE, BODLA WELFARE TRUST GT ROAD  MIAN CHANNU",,,,Punjab   /   Khanewal
"QUAID-E-AZAM INSTITUTE OF TECHNOLOGY, KHANEWAL",,,,Punjab   /   Khanewal
"QUAID-E-AZAM POLYTECHNIC INSTITUTE, MIAN CHANNU",,,,Punjab   /   Khanewal
"ROSHAN COLLEGE OF TECHNOLOGY, TULAMBA ROAD, ABDUL HAKEEM",,,,Punjab   /   Khanewal
"AL-HIRA COLLEGE OF TECHNOLOGY, NEAR MAIN BAZAR  QAIDABAD",,,,Punjab   /   Khushab
"GOVERNMENT COLLEGE OF COMMERCE, NEAR DHQ HOSPITAL  JOHARABAD (KHUSHAB)",,,,Punjab   /   Khushab
GOVERNMENT INSTITUTE OF COMMERCE  NOSHEHRA (KHUSHAB),,,,Punjab   /   Khushab
GOVERNMENT INSTITUTE OF COMMERCE  NOORPURTHAL,,,,Punjab   /   Khushab
GOVERNMENT TECHNICAL TRAINING INSTITUTE JOHARABAD (KHUSHAB),,,,Punjab   /   Khushab
"SARGODHA COLLEGE OF TECHNOLOGY, KHUSHAB",,,,Punjab   /   Khushab
"FARAN INSTITUTE OF TECHNOLOGY, G&A PLAZA NEW KATCHER KOTLY",,,,Azad Jammu Kashmir   /   Kotli
"ABBAS COLLEGE OF TECHNOLOGY, 13-B, LAKE ROAD, LAHORE LAHORE",,,,Punjab   /   Lahore
"ACCA PAKISTAN, 61-C MAIN GULBERG  LAHORE",,,,Punjab   /   Lahore
"AHMAD HASSAN POLYTECHNIC INSTITUTE, DEV SAMAJ ROAD  LAHORE",,,,Punjab   /   Lahore
"ALLAMA IQBAL COLLEGE OF TECHNOLOGY, 1-SYED MOJ DARYA ROAD, JAIN MANDIR  LAHORE",,,,Punjab   /   Lahore
"ANJUMAN HUMAYAT-I-ISLAM MUHAMMAD AMIN VOCATIONAL TRAINING CENTRE & POLYTECHNIC INSTITUTE, 119-MULTAN ROAD CHOWK YATEEM",,,,Punjab   /   Lahore
"CITY POLYTECHNIC INSTITUTE, JALAL CENTRE, G.T ROAD, SHAHDARA LAHORE",,,,Punjab   /   Lahore
"COLLEGE OF TOURISM & HOTEL MANAGEMENT, LAHORE",,,,Punjab   /   Lahore
"DON BASCO TECHNICAL AND YOUTH CENTRE, YOUHANABAD  LAHORE",,,,Punjab   /   Lahore
"GOVERNMENT COLLEGE OF COMMERCE, ALLAMA IQBAL TOWN  LAHORE",,,,Punjab   /   Lahore
"GOVERNMENT COLLEGE OF TECHNOLOGY FOR GLASS CERAMICS & POTTERY DEVELOPMENT, SHAHDRA  LAHORE",,,,Punjab   /   Lahore
"GOVERNMENT COLLEGE OF TECHNOLOGY FOR PRINTING AND GRAPHIC ARTS, ALLAMA IQBAL TOWN  LAHORE",,,,Punjab   /   Lahore
"GOVERNMENT COLLEGE OF TECHNOLOGY, RAILWAY ROAD LAHORE",,,,Punjab   /   Lahore
"GOVERNMENT DEGREE COLLEGE OF SPECIAL EDUCATION, JOHAR TOWN, LAHORE LAHORE",,,,Punjab   /   Lahore
"Government Institute Of Commerce, Harbans Pura GIC, Lahore",,,,Punjab   /   Lahore
"GOVERNMENT INSTITUTE OF COMMERCE, 354-55 N SAMAN ABAD LAHORE",,,,Punjab   /   Lahore
"GOVERNMENT INSTITUTE OF COMMERCE, KOT LAKHPAT  LAHORE",,,,Punjab   /   Lahore
"GOVERNMENT INSTITUTE OF COMMERCE, SHAHDARA  LAHORE",,,,Punjab   /   Lahore
Government Vocational Training Institute (W) Township,,,,Punjab   /   Lahore
"HAMZA FOUNDATION ACADEMY FOR THE DEAF, 152 J1 M A JOHAR TOWN LAHORE",,,,Punjab   /   Lahore
"ILM-O-HUNAR FOUNDATION TECHNICAL TRAINING CENTRE, 390/11 KASHMIRI STREET, REHMATPURA LAHORE",,,,Punjab   /   Lahore
"IMPERIAL COLLEGE OF TECHNOLOGY, LAHORE",,,,Punjab   /   Lahore
"INNAYAT FOUNDATION ACADEMY FOR THE DEAF, LAHORE",,,,Punjab   /   Lahore
INSTITUTE OF ENGINEERING & TECHNOLOGY LAHORE,,,,Punjab   /   Lahore
"JAPAN POLYTECHNIC INSTITUTE, MANGA ROAD, RAIWIND LAHORE",,,,Punjab   /   Lahore
"Jinnah Polytechnic Institute , Lahore",,,,Punjab   /   Lahore
"LADIES INDUSTRIAL HOME, CGE COLONY, WHADAT ROAD  LAHORE",,,,Punjab   /   Lahore
"LAHORE COLLEGE OF TECHNOLOGY & MANAGEMENT,  LAHORE",,,,Punjab   /   Lahore
"LAHORE POLYTECHNIC INSTITUTE, MANZOOR TRADE CENTRE, 37-MAIN RAVI ROAD  LAHORE",,,,Punjab   /   Lahore
"MALAYSIAN INSTITUTE OF TECHNOLOGY, SALAMAT PURA, DAROGHAWALA  LAHORE",,,,Punjab   /   Lahore
"PAK POLYTECHNIC INSTITUTE, 32-CIVIC CENTRE MOON MARKET ALLAMA IQBAL TOWN LAHORE",,,,Punjab   /   Lahore
"MALAYSIAN INSTITUTE OF TECHNOLOGY, WAHDAT ROAD, NEAR MULTAN CHUNGI LAHORE",,,,Punjab   /   Lahore
"PAK PUNJAB COLLEGE OF TECHNOLOGY, HARBANCEPURA  LAHORE",,,,Punjab   /   Lahore
"PRECISION SYSTEMS TRAINING CENTRE,   LAHORE",,,,Punjab   /   Lahore
"PUNJAB COMPUTER COLLEGE,  LAHORE",,,,Punjab   /   Lahore
"PUNJAB INSTITUTE OF ENGINEERING  & TECHNOLOGY,  LAHORE",,,,Punjab   /   Lahore
"PUNJAB POLYTECHNIC INSTITUTE,  AL-HAMRA COMPLEX BOHARWALA CHOWK LAHORE",,,,Punjab   /   Lahore
"PUNJAB POLYTECHNIC INSTITUTE, NEAR RAILWAY STATION LAHORE",,,,Punjab   /   Lahore
"PUNJAB TECHNICAL TRAINING CENTRE,  LAHORE",,,,Punjab   /   Lahore
"RAILWAY INDUSTRY SCHOOL FOR WOMEN, MUGHAL PURA LAHORE",,,,Punjab   /   Lahore
"RAVI COLLEGE OF TECHNOLOGY & BUSINESS EDUCATION,  LAHORE",,,,Punjab   /   Lahore
SKILLS COLLEGE OF INFORMATION TECHNOLOGY & MOBILE PHONE ENGINEERING LAHORE,,,,Punjab   /   Lahore
"STANDARD POLYTECHNIC INSTITUTE, TOWNSHIP LAHORE",,,,Punjab   /   Lahore
"TCF HIGHER SECONDARY SCHOOL FOR GIRLS, MINHALA KALAN  LAHORE",,,,Punjab   /   Lahore
"TCF SECONDARY SCHOOL FOR GIRLS, VILLAGE AWAN DHAI WALA NEAR BATAPUR JALLO MOR E LAHORE",,,,Punjab   /   Lahore
"THE GRACE COLLEGE OF TECHNOLOGY & COMPUTER SCIENCES, LAHORE",,,,Punjab   /   Lahore
"ZUBAIDA INDUSTRY TRAINING CENTER, LOCO SHED COLONY LAHORE",,,,Punjab   /   Lahore
"ALI COLLEGE OF TECHNOLOGY,  KAROR LAL ESAN",,,,Punjab   /   Layyah
"BRIGHT CAREER COLLEGE OF COMMERCE & COMPUTER SCIENCES,  CHOWK AZAM",,,,Punjab   /   Layyah
"GOVERNMENT COLLEGE OF COMMERCE, COLLEGE ROAD LAYYAH",,,,Punjab   /   Layyah
"GOVERNMENT INSTITUTE OF COMMERCE FOR WOMEN, COLLEGE ROAD LAYYAH",,,,Punjab   /   Layyah
"GOVERNMENT INSTITUTE OF COMMERCE, KOT SULTAN",,,,Punjab   /   Layyah
"GOVERNMENT INSTITUTE OF COMMERCE,  KAROR LAL ESAN",,,,Punjab   /   Layyah
"JINNAH COLLEGE OF ENGINEERING & TECHNOLOGY, KAROR ROAD  FATEH PUR",,,,Punjab   /   Layyah
"JINNAH ENDEAVOURS INSTITUTE OF TECHNOLOGY, LAYYAH ROAD, CHOWK AZAM",,,,Punjab   /   Layyah
KAINAT COLLEGE OF COMMERCE   KOT SULTAN,,,,Punjab   /   Layyah
"KHAN COMMERCIAL COLLEGE, CHOWK AZAM",,,,Punjab   /   Layyah
"KHAN COMMERCIAL TRAINING INSTITUTE,  LAYYAH",,,,Punjab   /   Layyah
"LAYYAH INSTITUTE OF COMMERCE & COMPUTER SCIENCES, COLLEGE ROAD  LAYYAH",,,,Punjab   /   Layyah
"LAYYAH INSTITUTE OF TECHNOLOGY, LAYYAH ROAD, CHOWK AZAM",,,,Punjab   /   Layyah
"LICCS INSTITUTE OF MODERN TECHNOLOGY,   LAYYAH",,,,Punjab   /   Layyah
"PAK POLYTECHNIC INSTITUTE, OPP. MASJID DISTT. HOSPITA L LAYYAH",,,,Punjab   /   Layyah
"UNITED COLLEGE OF TECHNOLOGY,   LAYYAH",,,,Punjab   /   Layyah
"UNITED COMMERCE COLLEGE, 15-Z HOUSING COLONY COLLEGE ROAD LAYYAH",,,,Punjab   /   Layyah
"UNITED COMMERCE COLLEGE,  KOT SULTAN",,,,Punjab   /   Layyah
"GOVERNMENT COLLEGE OF COMMERCE, LODHRAN",,,,Punjab   /   Lodhran
"MILLAT COLLEGE OF TECHNOLOGY,   LODHRAN",,,,Punjab   /   Lodhran
"QUAID-E-AZAM COLLEGE OF SCIENCE & TECHNOLOGY,  DUNYAPUR",,,,Punjab   /   Lodhran
"U.K POLYTECHNIC INSTITUTE,   LODHRAN",,,,Punjab   /   Lodhran
"CHENAB POLYTECHNIC INSTITUTE, PHALIA",,,,Punjab   /   Mandi Bahauddin
"GOVERNMENT COLLEGE OF COMMERCE, GUJRAT ROAD NEAR GOVT. T/T OFFICE  PHALIA",,,,Punjab   /   Mandi Bahauddin
"GOVERNMENT COLLEGE OF TECHNOLOGY,  RASUL BAHAUDDIN",,,,Punjab   /   Mandi Bahauddin
"GOVERNMENT INSTITUTE OF COMMERCE,  MANDI BAHAUDDIN",,,,Punjab   /   Mandi Bahauddin
"ORIENTAL INSTITUTE OF TECHNOLOGY, MANDI BAHAUDDIN",,,,Punjab   /   Mandi Bahauddin
"PAKISTAN COLLEGE OF TECHNOLOGY, MAIN BHERA ROAD, MALAKWAL",,,,Punjab   /   Mandi Bahauddin
"PAKISTAN COLLEGE OF TECHNOLOGY, NEAR RAILWAY STATION MANDI BAHAUDDIN",,,,Punjab   /   Mandi Bahauddin
"QURESHI COLLEGE OF TECHNOLOGY,  MANDI BAHAUDDIN",,,,Punjab   /   Mandi Bahauddin
"DR A. Q. KHAN INSTITUTE OF TECHNOLOGY, MIANWALI",,,,Punjab   /   Mianwali
"GOVERNMENT COLLEGE OF COMMERCE, NEAR OFFICER COLONY  MIANWALI",,,,Punjab   /   Mianwali
GOVERNMENT COLLEGE OF TECHNOLOGY MIANWALI,,,,Punjab   /   Mianwali
"GOVERNMENT INSTITUTE OF COMMERCE FOR WOMEN, MIANWALI",,,,Punjab   /   Mianwali
"IBN-E-SEENA COLLEGE OF TECHNOLOGY,  KAMAR MUSHANI ISA KHEL",,,,Punjab   /   Mianwali
"SAIFIA POLYTECHNIC INSTITUTE, MIANWALI",,,,Punjab   /   Mianwali
"SAIFIA POLYTECHNIC INSTITUTE, GULLEN KHEL",,,,Punjab   /   Mianwali
"SUFFAH COLLEGE OF EDUCATION & TECHNOLOGY,  MUSLIM COLONY, MIANWALI",,,,Punjab   /   Mianwali
"KASHMIR ENGINEERING COLLEGE, MIRPUR(AJK)",,,,Azad Jammu Kashmir   /   Mirpur
"MIRPUR INSTITUTE OF TECHNOLOGY, MIRPUR(AJK)",,,,Azad Jammu Kashmir   /   Mirpur
AL-NOOR SPECIAL CHILDREN SCHOOL MULTAN,,,,Punjab   /   Multan
"AZEEM COLLEGE OF TECHNOLOGY & MANGEMENT, BASTI MALOOK",,,,Punjab   /   Multan
"GOVERNMENT COLLEGE OF COMMERCE,  QASIM PUR COLONY BAHAWALPUR ROAD, MULTAN",,,,Punjab   /   Multan
"GOVERNMENT COLLEGE OF COMMERCE, CANTT, NEAR STATE BANK OF PAKISTAN  MULTAN",,,,Punjab   /   Multan
"GOVERNMENT COLLEGE OF COMMERCE, OLD MULTAN ROAD  SHUJABAD",,,,Punjab   /   Multan
"JINNAH ENDEAVORS INSTITUTE OF TECHNOLOGY, MULTAN",,,,Punjab   /   Multan
"KASIB POLYTECHNIC INSTITUTE, 242-B, GULGASHT COLONY MULTAN",,,,Punjab   /   Multan
"KASIB VOCATIONAL TRAINING INSTITUTE, BOSAN ROAD MULTAN",,,,Punjab   /   Multan
"MULTAN COLLEGE OF COMMERCE, VEHARI ROAD  MULTAN",,,,Punjab   /   Multan
"MULTAN POLYTECHNIC INSTITUTE, 2656 MASOOM SHAH ROAD  MULTAN",,,,Punjab   /   Multan
"MULTAN VOCATIONAL TRAINING CENTRE, MASOOM SHAH ROAD MULTAN",,,,Punjab   /   Multan
NISHTER COLLEGE OF COMMERCE & I.T MULTAN,,,,Punjab   /   Multan
"PREMIER COLLEGE OF TECHNOLOGY, SHUJABAD",,,,Punjab   /   Multan
"RASOOL COLLEGE OF TECHNOLOGY,  MULTAN",,,,Punjab   /   Multan
SIR SYED COLLEGE OF COMMERCE MULTAN,,,,Punjab   /   Multan
"SIR SYED COLLEGE OF TECHNOLOGY,  MULTAN",,,,Punjab   /   Multan
"SOS MULTAN INSTITUTE OF TECHNOLOGY, CTM SHER SHAH ROAD  MULTAN",,,,Punjab   /   Multan
"THE CITY COLLEGE OF TECHNOLOGY,  MULTAN",,,,Punjab   /   Multan
"THE NATIONAL COLLEGE, 858-D BOSSAN ROAD  MULTAN",,,,Punjab   /   Multan
"UNIQUE COLLEGE OF TECHNOLOGY, MULTAN",,,,Punjab   /   Multan
"AL-KHIDMAT COLLEGE OF COMMERCE & BUSINESS MANAGEMENT, KHANGARH MUZAFFARGARH",,,,Punjab   /   Muzaffargarh
"AL-REHMAN COLLEGE OF TECHNOLOGY, KOT ADDU",,,,Punjab   /   Muzaffargarh
"CRESCENT COLLEGE OF TECHNOLOGY, KOT ADDU",,,,Punjab   /   Muzaffargarh
"GLOBAL COLLEGE OF TECHNOLOGY, CHOWK NOOR SHAH  KOT ADDU",,,,Punjab   /   Muzaffargarh
"GOVERNMENT COLLEGE OF COMMERCE, FAISAL STADIUM  MUZAFFARGARH",,,,Punjab   /   Muzaffargarh
"GOVERNMENT COLLEGE OF COMMERCE, KOT ADDU",,,,Punjab   /   Muzaffargarh
GOVERNMENT COLLEGE OF TECHNOLOGY (BOYS) MUZAFFARGARH,,,,Punjab   /   Muzaffargarh
"GOVERNMENT INSTITUTE OF COMMERCE, ALI PUR",,,,Punjab   /   Muzaffargarh
"JINNAH COLLEGE OF COMMERCE & TECHNOLOGY, ROHILANWALI",,,,Punjab   /   Muzaffargarh
"JINNAH COLLEGE OF TECHNOLOGY, MUZAFFARGARH",,,,Punjab   /   Muzaffargarh
"MOON OF HEAVEN COMMERCE COLLEGE, KOT ADDU",,,,Punjab   /   Muzaffargarh
"MULTAN COLLEGE OF MANAGEMENT & INFORMATION TECHNOLOGY, MUZAFFARGARH",,,,Punjab   /   Muzaffargarh
PIONEER INSTITUTE OF COMMERCE & COMPUTER SCIENCES KOT ADDU,,,,Punjab   /   Muzaffargarh
"SHAN COLLEGE OF COMMERCE & TECHNOLOGY, CHOWK MUNDA MUZAFFARGHAR",,,,Punjab   /   Muzaffargarh
"TCF HIGHER SECONDARY SCHOOL FOR GIRLS, THATTHA GURMANI",,,,Punjab   /   Muzaffargarh
"CHENAB INSTITUTE OF TECHNOLOGY, NANKANA SAHIB",,,,Punjab   /   Nankana Sahib
"GOVERNMENT COLLEGE OF TECHNOLOGY, SHAHKOT ROAD  SANGLA HILLS",,,,Punjab   /   Nankana Sahib
"GOVERNMENT INSTITUTE OF COMMERCE, NEAR RAILWAY ROAD  NANKANA SAHIB",,,,Punjab   /   Nankana Sahib
"JINNAH COLLEGE OF ENGINEERING & TECHNOLOGY, SHAH KOT",,,,Punjab   /   Nankana Sahib
"LAHORE POLYTECHNIC INSTITUTE,  COLLEGE ROAD  SHAH KOT",,,,Punjab   /   Nankana Sahib
"LAHORE POLYTECHNIC INSTITUTE, SANGLA HILLS",,,,Punjab   /   Nankana Sahib
"ASIAN COLLEGE OF COMMERCE,  NAROWAL",,,,Punjab   /   Narowal
"CITY COLLEGE OF TECHNOLOGY, PASRUR ROAD, NAROWAL",,,,Punjab   /   Narowal
"GHAZALI INSTITUTE OF TECHNOLOGY, SHAKARGARH",,,,Punjab   /   Narowal
"GOVERNMENT INSTITUTE OF COMMERCE, SHAKARGARH",,,,Punjab   /   Narowal
"GOVERNMENT POST GRADUATE COLLEGE OF COMMERCE, NAROWAL",,,,Punjab   /   Narowal
"LAHORE COLLEGE OF COMMERCE, NAROWAL",,,,Punjab   /   Narowal
"MEHMOOD KHAN GOVERNMENT COLLEGE OF TECHNOLOGY FOR BOYS, NAROWAL",,,,Punjab   /   Narowal
"NAROWAL INSTITUTE OF TECHNOLOGY, ,NAROWAL",,,,Punjab   /   Narowal
STANDARD POLYTECHNIC INSTITUTE   SHAKARGARH,,,,Punjab   /   Narowal
"STANDARD POLYTECHNIC INSTITUTE, ZAFARWAL, NAROWAL",,,,Punjab   /   Narowal
"DEPALPUR POLYTECHNIC INSTITUTE, OKARA ROAD DEPALPUR  DEPALPUR",,,,Punjab   /   Okara
"GOVERNMENT COLLEGE OF COMMERCE, OKARA",,,,Punjab   /   Okara
"GOVERNMENT INSTITUTE OF COMMERCE, DEPALPUR",,,,Punjab   /   Okara
"OKARA POLYTECHNIC INSTITUTE, OKARA",,,,Punjab   /   Okara
"SIR SYED POLYTECHNIC INSTITUTE, DEPALPUR CHOWK  OKARA",,,,Punjab   /   Okara
"THE UNI-TECH COLLEGE OF MANAGEMENT & TECHNOLOGY,  OKARA",,,,Punjab   /   Okara
"URWISDOM COLLEGE OF SCIENCE & TECHNOLOGY,  DEPALP",,,,Punjab   /   Okara
"BURKLEY COLLEGE OF COMMERCE,  PAKPATTAN SHARIF",,,,Punjab   /   Pakpattan
"GOVERNMENT INSTITUTE OF COMMERCE, PAKPATTAN SHARIF",,,,Punjab   /   Pakpattan
"PAKPATTAN POLYTECHNIC INSTITUTE, PAKPATTAN SHARIF",,,,Punjab   /   Pakpattan
"FARAN INSTITUTE OF TECHNOLOGY, RAWALAKOT(AJK)",,,,Azad Jammu Kashmir   /   Poonch
"GOVERNMENT POLYTECHNIC INSTITUTE,  RAWALAKOT(AJK)",,,,Azad Jammu Kashmir   /   Poonch
"ALI COLLEGE OF ENGINEERING & TECHNOLOGY, MODEL TOWN KHANPUR",,,,Punjab   /   Rahim Yar Khan
"GOVERNMENT COLLEGE OF COMMERCE,  KHANPUR",,,,Punjab   /   Rahim Yar Khan
"GOVERNMENT COLLEGE OF COMMERCE,  LIAQATPUR",,,,Punjab   /   Rahim Yar Khan
"GOVERNMENT INSTITUTE OF COMMERCE FOR WOMEN,  RAHIM YAR KHAN",,,,Punjab   /   Rahim Yar Khan
"GOVERNMENT POST GRADUATE COLLEGE OF COMMERCE, RAHIM YAR KHAN",,,,Punjab   /   Rahim Yar Khan
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, LIAQATPUR",,,,Punjab   /   Rahim Yar Khan
"KHANPUR COLLEGE OF TECHNOLOGY, KHANPUR",,,,Punjab   /   Rahim Yar Khan
"RAHIM YAR KHAN COLLEGE OF TECHNOLOGY, RAHIM YAR KHAN",,,,Punjab   /   Rahim Yar Khan
"SADIQABAD POLYTECHNIC INSTITUTE (CAMPUS- I), KLP ROAD  SADIQABAD",,,,Punjab   /   Rahim Yar Khan
"SADIQABAD POLYTECHNIC INSTITUTE (CAMPUS II),  SADIQABAD",,,,Punjab   /   Rahim Yar Khan
"SUPERIOR POLYTECHNIC INSTITUTE, SADIQABAD",,,,Punjab   /   Rahim Yar Khan
"SWEDISH INSTITUTE OF TECHNOLOGY,  RAHIM YAR KHAN",,,,Punjab   /   Rahim Yar Khan
"U.S.A POLYTECHNIC INSTITUTE,  LIAQATPUR",,,,Punjab   /   Rahim Yar Khan
"USA COLLEGE OF TECHNOLOGY, LIAQATPUR",,,,Punjab   /   Rahim Yar Khan
"ALI INSTITUTE OF MANAGEMENT SCIENCES AND TECHNOLOGY,  JAMPUR",,,,Punjab   /   Rajanpur
"GOVERNMENT INSTITUTE OF COMMERCE,  JAMPUR",,,,Punjab   /   Rajanpur
"GOVERNMENT INSTITUTE OF COMMERCE,  RAJANPUR",,,,Punjab   /   Rajanpur
"GOVERNMENT INSTITUTE OF COMMERCE,  ROJHAN",,,,Punjab   /   Rajanpur
"JINNAH COLLEGE OF ENGINEERING & TECHNOLOGY,  JAMPUR",,,,Punjab   /   Rajanpur
"ASKARI INSTITUTE OF TECHNOLOGY, G.T ROAD RAWAT RAWALPINDI",,,,Punjab   /   Rawalpindi
"BURAQ INSTITUTE OF SCIENCE AND TECHNOLOGY, RAWALPINDI",,,,Punjab   /   Rawalpindi
"CONSTRUCTION TECHNOLOGY TRAINING INSTITUTE,  ISLAMABAD",,,,Islamabad   /   Islamabad
"CYBRONIC COMPUTER INSTITUTE, ALBEHBOOD PLAZA  WAH CANTT",,,,Punjab   /   Rawalpindi
"DIGITEC COMPUTER TRAINING CENTER,  WAH CANTT",,,,Punjab   /   Rawalpindi
"FAIZUL ISLAM INSTITUTE OF TECHNOLOGY, GT ROAD  MANDRA",,,,Punjab   /   Rawalpindi
"GIRLS VOCATIONAL CENTRE, RAWALPINDI",,,,Punjab   /   Rawalpindi
"GOVERNMENT COLLEGE OF COMMERCE, KAHUTA",,,,Punjab   /   Rawalpindi
"GOVERNMENT COLLEGE OF COMMERCE,  RAWALPINDI",,,,Punjab   /   Rawalpindi
"GOVERNMENT COLLEGE OF COMMERCE,MURREE",,,,Punjab   /   Rawalpindi
"GOVERNMENT COLLEGE OF TECHNOLOGY, FAROOQ-E-AZAM ROAD  RAWALPINDI",,,,Punjab   /   Rawalpindi
GOVERNMENT INSTITUTE OF COMMERCE  GUJAR KHAN,,,,Punjab   /   Rawalpindi
"GOVERNMENT INSTITUTE OF INFORMATION TECHNOLOGY, RAWALPINDI",,,,Punjab   /   Rawalpindi
"GOVERNMENT POLYTECHNIC INSTITUTE FOR WOMEN, ISLAMABAD",,,,Islamabad   /   Islamabad
"IUSE SCHOOL OF TECHNICAL EDUCATION, RAWALPINDI",,,,Punjab   /   Rawalpindi
"INSTITUTE OF ENGINEERING AND TECHNOLOGY,   RAWALPINDI",,,,Punjab   /   Rawalpindi
"KRL INSTITUTE OF TECHNOLOGY,  KAHUTA",,,,Punjab   /   Rawalpindi
"NATIONAL INSTITUTE OF COMPUTER SCIENCES, RAWALPINDI",,,,Punjab   /   Rawalpindi
"PAK EMIRATES POLYTECHNIC INSTITUTE & TRADE TEST CENTRE, PIRWADAHI MORE RAWALPINDI CANTT",,,,Punjab   /   Rawalpindi
"POF INSTITUTE OF TECHNOLOGY,  WAH CANTT",,,,Punjab   /   Rawalpindi
"POF WELFARE COMPUTER CENTER,WAH CANTT",,,,Punjab   /   Rawalpindi
"RAILWAY INDUSTRIAL SCHOOL FOR WOMEN, RAWALPINDI",,,,Punjab   /   Rawalpindi
"RAWALPINDI INSTITUTE OF TECHNOLOGY, KHANNA ROAD  RAWALPINDI",,,,Punjab   /   Rawalpindi
"RAWALPINDI SWEDISH INSTITUTE OF TECHNOLOGY, SATELLITE TOWN RAWALPINDI",,,,Punjab   /   Rawalpindi
"SIR SAYYED SCHOOL AND COLLEGE OF SPECIAL EDUCATION, RAWALPINDI",,,,Punjab   /   Rawalpindi
"SURVEY TRAINING INSTITUTE, ISLAMABAD",,,,Islamabad   /   Islamabad
"WAH BRITISH INSTITUTE OF TECHNOLOGY,  TAXILA",,,,Punjab   /   Rawalpindi
"WAH POLYTECHNIC COLLEGE, WAH CANTT",,,,Punjab   /   Rawalpindi
"WAH SWEDISH INSTITUTE OF TECHNOLOGY,  WAH CANTT",,,,Punjab   /   Rawalpindi
"ALLAMA IQBAL POLYTECHNIC INSTITUTE 841 STREET NO 2 TUFAIL SHAHEED ROAD, SAHIWAL",,,,Punjab   /   Sahiwal
"CHICHAWATNI COLLEGE OF TECHNOLOGY, CHICHAWATNI",,,,Punjab   /   Sahiwal
"GOVERNMENT COLLEGE OF TECHNOLOGY, SAHIWAL",,,,Punjab   /   Sahiwal
"GOVERNMENT HIGHER SECONDARY SCHOOL OF SPECIAL EDUCATION FOR HEARING IMPAIRED, SAHIWAL",,,,Punjab   /   Sahiwal
"GOVERNMENT INSTITUTE OF COMMERCE FOR WOMEN, SAHIWAL",,,,Punjab   /   Sahiwal
"NATIONAL POLYTECHNIC INSTITUTE, SAHIWAL",,,,Punjab   /   Sahiwal
"PUNJAB COLLEGE OF ENGINEERING & TECHNOLOGY,  SAHIWAL",,,,Punjab   /   Sahiwal
"QUAID-E-AZAM COLLEGE OF ENGINEERING & TECHNOLOGY,  SAHIWAL",,,,Punjab   /   Sahiwal
SAHIWAL POLYTECHNIC INSTITUTE  SAHIWAL,,,,Punjab   /   Sahiwal
"THE LIMIT COLLEGE OF ENGINEERING & TECHNOLOGY, SAHIWAL",,,,Punjab   /   Sahiwal
COMPREHENSIVE POLYTECHNIC INSTITUTE  SARGODHA,,,,Punjab   /   Sargodha
"GOVERNMENT COLLEGE OF COMMERCE,   SARGODHA",,,,Punjab   /   Sargodha
"GOVERNMENT COLLEGE OF COMMERCE, SHAHPUR SADAR",,,,Punjab   /   Sargodha
"GOVERNMENT INSTITUTE OF COMMERCE FOR WOMEN,  SARGODHA",,,,Punjab   /   Sargodha
"GOVERNMENT INSTITUTE OF COMMERCE, SAHIWAL SARGODHA",,,,Punjab   /   Sargodha
"GOVERNMENT INSTITUTE OF COMMERCE, SILLANWALI",,,,Punjab   /   Sargodha
"IDEAL POLYTECHNIC INSTITUTE (CAMPUS-II), BHERA",,,,Punjab   /   Sargodha
"PAKISTAN COLLEGE OF TECHNOLOGY,  SARGODHA",,,,Punjab   /   Sargodha
"SARGODHA INSTITUTE OF TECHNOLOGY,  SARGODHA",,,,Punjab   /   Sargodha
"AFZAL PUBLIC TECHNICAL HIGH SCHOOL, SHEIKHUPURA",,,,Punjab   /   Sheikhupura
"ALI INSTITUTE OF TECHNOLOGY & TEXTILE,  SHEIKHUPURA",,,,Punjab   /   Sheikhupura
"GOVERNMENT COLLEGE OF COMMERCE,  SHEIKHUPURA",,,,Punjab   /   Sheikhupura
